1,https://github.com/S0NN1/ing-sw-2020-piemonti-pirovano-sonnino
2,https://github.com/Alexdruso/ing-sw-2020-Riva-Sanvito-Truong
3,https://github.com/andreasuperchi/ing-sw-2020-superchi-zito-parato
4,https://github.com/PaoloRizzo/ing-sw-2020-puddu-rios-rizzo
5,https://github.com/matteovisotto/ing-sw-2020-Siriani-Stucchi-Visotto
6,https://github.com/massitaverna/ing-sw-2020-taverna-sorrentino-stagnoli
7,https://github.com/Verdax97/ing-sw-2020-Veronesi-Terzi-Zaffiretti
8,https://github.com/zhou0998/ing-sw-2020-Zhou-Zhou-Xu
9,https://github.com/marcoPetriPolimi/ing-sw-2020-petri-piccirillo-restifo
10,https://github.com/ToMmAzO/ing-sw-2020-Pozzi-Quagliana-Simeoni
11,https://github.com/niccolopolvani/ing-sw-2020-Polvani-Puoti-Sacchetta
12,https://github.com/GianlucaRegis/ing-sw-2020-Ravella-Re-Regis.git
13,https://github.com/marco-weger/ing-sw-2019-weger-paterna-saulle
14,https://github.com/david98/ing-sw-2020-riva-valassi-volta
15,https://github.com/mirkousuelli/ing-sw-2020-secreti-tresoldi-usuelli
16,https://github.com/alessandrozito98/ingsw-2020-zito-sulpizi-zecchinello
17,https://github.com/Sciluxor/ing-sw-2020-Scibona-Ruzzi-Piantoni
18,https://github.com/Vechus/ing-sw-2020-Vecchio-Urbinati-Venier
19,https://github.com/peppetort/ing-sw-2020-Tome-Tortorelli-Verze
20,https://github.com/alb-p/ing-sw-2020-Papiri-Peltrera-Jayasinghe
21,https://github.com/tataboxxe/ing-sw-2020-Pagano-Somaschini-Tegli
22,https://github.com/passcar99/ing-sw-2020-Romeo-Sbrolli-Scarmozzino
23,https://github.com/riccardopaltrinieri/ing-sw-2020-paltrinieri-pagliani-pagliaroli
24,https://github.com/dario-passarello/ing-sw-2020-parisi-passarello-rahel
25,https://github.com/EdoStoppa/ing-sw-2020-stoppa-tagliabue-vuolo
26,https://github.com/MrPratula/ing-sw-2020-romeo-pozzan-prada
27,https://github.com/albertotavini/ing-sw-2020-Tavini-Reale-Saputelli
28,https://github.com/lucaredaelli/ing-sw-2020-Redaelli-Perego-Riboldi
29,https://github.com/federico-semeraro/ing-sw-2020-semeraro-stoka-romano
30,https://github.com/matteoPanzeri98/ing-sw-2020-Pegoraro-Pazzi-Panzeri
31,https://github.com/GiovanniSiracusa/ing-sw-2020-plenzich-sala-siracusa
32,https://github.com/andreastefanoni/ing-sw-2020-Stefanoni-Tucci-Tucci
33,https://github.com/CosimoSguanci/ing-sw-2020-sguanci-spatafora-vergani
34,https://github.com/filipporescalli/ing-sw-2020-Rescalli-Salvi-Weng
35,https://github.com/OGray98/ing-sw-2020-Raimondi-Romano-Raffaelli
36,https://github.com/andreavsc/ing-sw-2020-Pezzoni-Somma-Viscardi
37,https://github.com/simonesarti/ing-sw-2020-Polidori-Rivera-Sarti
38,https://github.com/andrespaggy/ing-sw-2020-Zezza-Spagnuolo-Pongan
39,https://github.com/PaoloSani/ing-sw-2020-Paolini-Pellini-Sani
40,https://github.com/LeonardoRuzza/ing-sw-2020-Ruzza-Venir-Schips
41,https://github.com/Marco-Tagliafierro/ing-sw-2020-tagliafierro-vanzella-zamagna
43,https://github.com/gretatappeti/ing-sw-2020-sopranzi-talenti-tappeti
44,https://github.com/Trixyz28/ing-sw-2020-Yang-Yu-Zhu
45,https://github.com/DanoSSS/ing-sw-2020-sinigaglia-stecchi-tsironas
46,https://github.com/darklamp/ing-sw-2020-Secondari-Vela-Villa
47,https://github.com/LucaRigutti/ing-sw-2020-palini-rigutti-vangi
48,https://github.com/sidneymadison/ing-sw-2020-Perez-Romano-Samr
49,https://github.com/lorenzozane98/ing-sw-2020-Malandra-Veroni-Zane
50,https://github.com/Kishin98/ing-sw-2020-ye-serra-wu
51,https://github.com/marcopasqua/ing-sw-2020-pasqualini-pistori-shengelbayeva
52,https://github.com/simonetafaro/ing-sw-2020-serafini-straccia-tafaro
53,https://github.com/AndreaRossini10568641/ing-sw-2020-rossini-santoro-rossi
54,https://github.com/MassimoValle/ing-sw-2020-valle-sangeniti-refaie.git
55,https://github.com/Mark-Zampedroni/ing-sw-2020-Vanerio-Zampedroni-Zanoni
56,https://github.com/mariannaprimi/ing-sw-2020-poretti-primi-radaelli
57,https://github.com/joker431/ing-sw-2020-Storti-Hajsen-Mohammad
